page cache dropped before each query (6 tries: 1 cold + 5 hot)
starting CedarDB v2026-08-20 (cedardb/cedardb:v2026-08-20)
CedarDB up (PostgreSQL 16.3 compatible CedarDB v2026-08-20, compiled on 2026-08-20, x86_64 build)
=== CREATE tpcds tables ===
=== tpcds: INSERT INTO tpcds.call_center SELECT * FROM '/data/parquet/tpcds/call_center.parquet'; ===
=== tpcds: INSERT INTO tpcds.catalog_page SELECT * FROM '/data/parquet/tpcds/catalog_page.parquet'; ===
=== tpcds: INSERT INTO tpcds.catalog_returns SELECT * FROM '/data/parquet/tpcds/catalog_returns.parquet'; ===
=== tpcds: INSERT INTO tpcds.catalog_sales SELECT * FROM '/data/parquet/tpcds/catalog_sales.parquet'; ===
=== tpcds: INSERT INTO tpcds.customer_address SELECT * FROM '/data/parquet/tpcds/customer_address.parquet'; ===
=== tpcds: INSERT INTO tpcds.customer_demographics SELECT * FROM '/data/parquet/tpcds/customer_demographics.parquet'; ===
=== tpcds: INSERT INTO tpcds.customer SELECT * FROM '/data/parquet/tpcds/customer.parquet'; ===
=== tpcds: INSERT INTO tpcds.date_dim SELECT * FROM '/data/parquet/tpcds/date_dim.parquet'; ===
=== tpcds: INSERT INTO tpcds.household_demographics SELECT * FROM '/data/parquet/tpcds/household_demographics.parquet'; ===
=== tpcds: INSERT INTO tpcds.income_band SELECT * FROM '/data/parquet/tpcds/income_band.parquet'; ===
=== tpcds: INSERT INTO tpcds.inventory SELECT * FROM '/data/parquet/tpcds/inventory.parquet'; ===
=== tpcds: INSERT INTO tpcds.item SELECT * FROM '/data/parquet/tpcds/item.parquet'; ===
=== tpcds: INSERT INTO tpcds.promotion SELECT * FROM '/data/parquet/tpcds/promotion.parquet'; ===
=== tpcds: INSERT INTO tpcds.reason SELECT * FROM '/data/parquet/tpcds/reason.parquet'; ===
=== tpcds: INSERT INTO tpcds.ship_mode SELECT * FROM '/data/parquet/tpcds/ship_mode.parquet'; ===
=== tpcds: INSERT INTO tpcds.store_returns SELECT * FROM '/data/parquet/tpcds/store_returns.parquet'; ===
=== tpcds: INSERT INTO tpcds.store_sales SELECT * FROM '/data/parquet/tpcds/store_sales.parquet'; ===
=== tpcds: INSERT INTO tpcds.store SELECT * FROM '/data/parquet/tpcds/store.parquet'; ===
=== tpcds: INSERT INTO tpcds.time_dim SELECT * FROM '/data/parquet/tpcds/time_dim.parquet'; ===
=== tpcds: INSERT INTO tpcds.warehouse SELECT * FROM '/data/parquet/tpcds/warehouse.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_page SELECT * FROM '/data/parquet/tpcds/web_page.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_returns SELECT * FROM '/data/parquet/tpcds/web_returns.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_sales SELECT * FROM '/data/parquet/tpcds/web_sales.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_site SELECT * FROM '/data/parquet/tpcds/web_site.parquet'; ===
=== ANALYZE tpcds.call_center ===
=== ANALYZE tpcds.catalog_page ===
=== ANALYZE tpcds.catalog_returns ===
=== ANALYZE tpcds.catalog_sales ===
=== ANALYZE tpcds.customer_address ===
=== ANALYZE tpcds.customer_demographics ===
=== ANALYZE tpcds.customer ===
=== ANALYZE tpcds.date_dim ===
=== ANALYZE tpcds.household_demographics ===
=== ANALYZE tpcds.income_band ===
=== ANALYZE tpcds.inventory ===
=== ANALYZE tpcds.item ===
=== ANALYZE tpcds.promotion ===
=== ANALYZE tpcds.reason ===
=== ANALYZE tpcds.ship_mode ===
=== ANALYZE tpcds.store_returns ===
=== ANALYZE tpcds.store_sales ===
=== ANALYZE tpcds.store ===
=== ANALYZE tpcds.time_dim ===
=== ANALYZE tpcds.warehouse ===
=== ANALYZE tpcds.web_page ===
=== ANALYZE tpcds.web_returns ===
=== ANALYZE tpcds.web_sales ===
=== ANALYZE tpcds.web_site ===
statistics on tpcds: 560s
loaded tpcds in 2365s, 58107711488 bytes
benchmarking CedarDB v2026-08-20 (reports PostgreSQL 16.3 compatible CedarDB v2026-08-20, compiled on 2026-08-20, x86_64 build)
=== tpch: not fully loaded; skipping its queries, load time and size ===
=== job: not fully loaded; skipping its queries, load time and size ===
q1 [tpch]: SKIPPED (not loaded); recording null
q2 [tpch]: SKIPPED (not loaded); recording null
q3 [tpch]: SKIPPED (not loaded); recording null
q4 [tpch]: SKIPPED (not loaded); recording null
q5 [tpch]: SKIPPED (not loaded); recording null
q6 [tpch]: SKIPPED (not loaded); recording null
q7 [tpch]: SKIPPED (not loaded); recording null
q8 [tpch]: SKIPPED (not loaded); recording null
q9 [tpch]: SKIPPED (not loaded); recording null
q10 [tpch]: SKIPPED (not loaded); recording null
q11 [tpch]: SKIPPED (not loaded); recording null
q12 [tpch]: SKIPPED (not loaded); recording null
q13 [tpch]: SKIPPED (not loaded); recording null
q14 [tpch]: SKIPPED (not loaded); recording null
q15 [tpch]: SKIPPED (not loaded); recording null
q16 [tpch]: SKIPPED (not loaded); recording null
q17 [tpch]: SKIPPED (not loaded); recording null
q18 [tpch]: SKIPPED (not loaded); recording null
q19 [tpch]: SKIPPED (not loaded); recording null
q20 [tpch]: SKIPPED (not loaded); recording null
q21 [tpch]: SKIPPED (not loaded); recording null
q22 [tpch]: SKIPPED (not loaded); recording null
q79 [tpcds]: [14.8500, 0.0372, 0.0368, 0.0379, 0.0364, 0.0360]
q80 [tpcds]: [16.7282, 0.0908, 0.0904, 0.0915, 0.0886, 0.0915]
q81 [tpcds]: [16.7631, 0.0302, 0.0295, 0.0277, 0.0283, 0.0274]
q82 [tpcds]: [30.0582, 0.0435, 0.0426, 0.0424, 0.0423, 0.0426]
q83 [tpcds]: [6.1473, 0.2792, 0.2742, 0.2760, 0.2750, 0.2761]
q84 [tpcds]: [27.3288, 0.0633, 0.0647, 0.0633, 0.0641, 0.0651]
q85 [tpcds]: [8.1136, 0.2516, 0.2505, 0.2538, 0.2497, 0.2493]
q86 [tpcds]: [29.9978, 0.0492, 0.0501, 0.0508, 0.0512, 0.0499]
q87 [tpcds]: [24.3068, 0.0502, 0.0493, 0.0478, 0.0479, 0.0483]
q88 [tpcds]: [1.9922, 0.0521, 0.0517, 0.0513, 0.0506, 0.0509]
q89 [tpcds]: [14.9680, 0.0342, 0.0336, 0.0333, 0.0333, 0.0340]
q90 [tpcds]: [40.6509, 0.1935, 0.1928, 0.2281, 0.1930, 0.1933]
q91 [tpcds]: [15.3893, 0.2918, 0.3007, 0.3071, 0.3042, 0.3158]
q92 [tpcds]: [16.0888, 0.0381, 0.0365, 0.0363, 0.0359, 0.0362]
q93 [tpcds]: [208.0149, 271.7455, 277.3584, 263.1934, 273.5971, 279.8088]
q94 [tpcds]: [25.3722, 0.0321, 0.0325, 0.0321, 0.0327, 0.0325]
q95 [tpcds]: [4.2393, 0.0744, 0.0730, 0.0748, 0.0733, 0.0720]
q96 [tpcds]: [7.4879, 0.1334, 0.1327, 0.1323, 0.1336, 0.1330]
q97 [tpcds]: [28.6441, 0.0652, 0.0634, 0.0639, 0.0650, 0.0626]
q98 [tpcds]: FAILED: ERROR:  unable to allocate working memory (8192 MB requested) HINT:  Working memory is exhausted. Increase `workmemsize` or reduce intermediate result sizes. Do
q98 [tpcds]: [null, null, null, null, null, null]
q99 [tpcds]: [4.0856, 0.0274, 0.0280, 0.0284, 0.0279, 0.0278]
q100 [tpcds]: [13.2428, 0.4996, 0.4971, 0.4980, 0.4917, 0.4887]
q101 [tpcds]: [35.4526, 0.4398, 0.4371, 0.4433, 0.4417, 0.4371]
q102 [tpcds]: [29.5662, 0.0470, 0.0495, 0.0497, 0.0496, 0.0481]
q103 [tpcds]: [33.6749, 0.0637, 0.0633, 0.0623, 0.0611, 0.0620]
q104 [tpcds]: [40.3557, 0.8788, 0.8544, 0.8530, 0.8607, 0.8661]
q105 [tpcds]: [13.5374, 0.0848, 0.0811, 0.0808, 0.0803, 0.0807]
q106 [tpcds]: [55.4673, 0.0782, 0.0785, 0.0771, 0.0760, 0.0764]
q107 [tpcds]: [1.2590, 0.0513, 0.0491, 0.0480, 0.0488, 0.0502]
q108 [tpcds]: [4.0562, 0.0252, 0.0254, 0.0261, 0.0254, 0.0248]
q109 [tpcds]: [1.8091, 0.0231, 0.0240, 0.0228, 0.0242, 0.0226]
q110 [tpcds]: [0.4910, 0.0084, 0.0078, 0.0077, 0.0079, 0.0079]
q111 [tpcds]: [7.7208, 0.0256, 0.0265, 0.0276, 0.0268, 0.0262]
q112 [tpcds]: [3.6385, 0.0445, 0.0425, 0.0432, 0.0435, 0.0432]
q113 [tpcds]: [4.0092, 0.4282, 0.4278, 0.4283, 0.4273, 0.4318]
q114 [tpcds]: [2.3118, 0.1585, 0.1569, 0.1552, 0.1542, 0.1528]
q115 [tpcds]: [14.8877, 0.0555, 0.0541, 0.0544, 0.0537, 0.0540]
q116 [tpcds]: [1.4742, 0.0140, 0.0133, 0.0132, 0.0128, 0.0128]
q117 [tpcds]: [0.7248, 0.0095, 0.0096, 0.0089, 0.0095, 0.0097]
q118 [tpcds]: [3.6594, 0.0128, 0.0124, 0.0125, 0.0124, 0.0119]
q119 [tpcds]: [16.6428, 0.0956, 0.1014, 0.1014, 0.1006, 0.0998]
q120 [tpcds]: [4.7538, 0.0229, 0.0224, 0.0219, 0.0225, 0.0221]
q121 [tpcds]: [4.8620, 0.0478, 0.0475, 0.0474, 0.0473, 0.0473]
q122 [tpcds]: [2.1859, 0.0185, 0.0191, 0.0187, 0.0190, 0.0187]
q123 [tpcds]: [12.5765, 0.4338, 0.4272, 0.4327, 0.4223, 0.4367]
q124 [tpcds]: [15.3955, 0.0633, 0.0646, 0.0639, 0.0627, 0.0647]
q125 [tpcds]: [1.9600, 0.1173, 0.1165, 0.1176, 0.1167, 0.1174]
q126 [job]: SKIPPED (not loaded); recording null
q127 [job]: SKIPPED (not loaded); recording null
q128 [job]: SKIPPED (not loaded); recording null
q129 [job]: SKIPPED (not loaded); recording null
q130 [job]: SKIPPED (not loaded); recording null
q131 [job]: SKIPPED (not loaded); recording null
q132 [job]: SKIPPED (not loaded); recording null
q133 [job]: SKIPPED (not loaded); recording null
q134 [job]: SKIPPED (not loaded); recording null
q135 [job]: SKIPPED (not loaded); recording null
q136 [job]: SKIPPED (not loaded); recording null
q137 [job]: SKIPPED (not loaded); recording null
q138 [job]: SKIPPED (not loaded); recording null
q139 [job]: SKIPPED (not loaded); recording null
q140 [job]: SKIPPED (not loaded); recording null
q141 [job]: SKIPPED (not loaded); recording null
q142 [job]: SKIPPED (not loaded); recording null
q143 [job]: SKIPPED (not loaded); recording null
q144 [job]: SKIPPED (not loaded); recording null
q145 [job]: SKIPPED (not loaded); recording null
q146 [job]: SKIPPED (not loaded); recording null
q147 [job]: SKIPPED (not loaded); recording null
q148 [job]: SKIPPED (not loaded); recording null
q149 [job]: SKIPPED (not loaded); recording null
q150 [job]: SKIPPED (not loaded); recording null
q151 [job]: SKIPPED (not loaded); recording null
q152 [job]: SKIPPED (not loaded); recording null
q153 [job]: SKIPPED (not loaded); recording null
q154 [job]: SKIPPED (not loaded); recording null
q155 [job]: SKIPPED (not loaded); recording null
q156 [job]: SKIPPED (not loaded); recording null
q157 [job]: SKIPPED (not loaded); recording null
q158 [job]: SKIPPED (not loaded); recording null
q159 [job]: SKIPPED (not loaded); recording null
q160 [job]: SKIPPED (not loaded); recording null
q161 [job]: SKIPPED (not loaded); recording null
q162 [job]: SKIPPED (not loaded); recording null
q163 [job]: SKIPPED (not loaded); recording null
q164 [job]: SKIPPED (not loaded); recording null
q165 [job]: SKIPPED (not loaded); recording null
q166 [job]: SKIPPED (not loaded); recording null
q167 [job]: SKIPPED (not loaded); recording null
q168 [job]: SKIPPED (not loaded); recording null
q169 [job]: SKIPPED (not loaded); recording null
q170 [job]: SKIPPED (not loaded); recording null
q171 [job]: SKIPPED (not loaded); recording null
q172 [job]: SKIPPED (not loaded); recording null
q173 [job]: SKIPPED (not loaded); recording null
q174 [job]: SKIPPED (not loaded); recording null
q175 [job]: SKIPPED (not loaded); recording null
q176 [job]: SKIPPED (not loaded); recording null
q177 [job]: SKIPPED (not loaded); recording null
q178 [job]: SKIPPED (not loaded); recording null
q179 [job]: SKIPPED (not loaded); recording null
q180 [job]: SKIPPED (not loaded); recording null
q181 [job]: SKIPPED (not loaded); recording null
q182 [job]: SKIPPED (not loaded); recording null
q183 [job]: SKIPPED (not loaded); recording null
q184 [job]: SKIPPED (not loaded); recording null
q185 [job]: SKIPPED (not loaded); recording null
q186 [job]: SKIPPED (not loaded); recording null
q187 [job]: SKIPPED (not loaded); recording null
q188 [job]: SKIPPED (not loaded); recording null
q189 [job]: SKIPPED (not loaded); recording null
q190 [job]: SKIPPED (not loaded); recording null
q191 [job]: SKIPPED (not loaded); recording null
q192 [job]: SKIPPED (not loaded); recording null
q193 [job]: SKIPPED (not loaded); recording null
q194 [job]: SKIPPED (not loaded); recording null
q195 [job]: SKIPPED (not loaded); recording null
q196 [job]: SKIPPED (not loaded); recording null
q197 [job]: SKIPPED (not loaded); recording null
q198 [job]: SKIPPED (not loaded); recording null
q199 [job]: SKIPPED (not loaded); recording null
q200 [job]: SKIPPED (not loaded); recording null
q201 [job]: SKIPPED (not loaded); recording null
q202 [job]: SKIPPED (not loaded); recording null
q203 [job]: SKIPPED (not loaded); recording null
q204 [job]: SKIPPED (not loaded); recording null
q205 [job]: SKIPPED (not loaded); recording null
q206 [job]: SKIPPED (not loaded); recording null
q207 [job]: SKIPPED (not loaded); recording null
q208 [job]: SKIPPED (not loaded); recording null
q209 [job]: SKIPPED (not loaded); recording null
q210 [job]: SKIPPED (not loaded); recording null
q211 [job]: SKIPPED (not loaded); recording null
q212 [job]: SKIPPED (not loaded); recording null
q213 [job]: SKIPPED (not loaded); recording null
q214 [job]: SKIPPED (not loaded); recording null
q215 [job]: SKIPPED (not loaded); recording null
q216 [job]: SKIPPED (not loaded); recording null
q217 [job]: SKIPPED (not loaded); recording null
q218 [job]: SKIPPED (not loaded); recording null
q219 [job]: SKIPPED (not loaded); recording null
q220 [job]: SKIPPED (not loaded); recording null
q221 [job]: SKIPPED (not loaded); recording null
q222 [job]: SKIPPED (not loaded); recording null
q223 [job]: SKIPPED (not loaded); recording null
q224 [job]: SKIPPED (not loaded); recording null
q225 [job]: SKIPPED (not loaded); recording null
q226 [job]: SKIPPED (not loaded); recording null
q227 [job]: SKIPPED (not loaded); recording null
q228 [job]: SKIPPED (not loaded); recording null
q229 [job]: SKIPPED (not loaded); recording null
q230 [job]: SKIPPED (not loaded); recording null
q231 [job]: SKIPPED (not loaded); recording null
q232 [job]: SKIPPED (not loaded); recording null
q233 [job]: SKIPPED (not loaded); recording null
q234 [job]: SKIPPED (not loaded); recording null
q235 [job]: SKIPPED (not loaded); recording null
q236 [job]: SKIPPED (not loaded); recording null
q237 [job]: SKIPPED (not loaded); recording null
q238 [job]: SKIPPED (not loaded); recording null
wrote /home/ubuntu/ClickBench/joins-focus/results/cedardb/20260910T131311Z.json
CedarDB v2026-08-20: tpch 0/22  tpcds 102/103  job 0/113   load_time {'tpcds': 1805}
=== tpch: not loaded; no results dumped ===
=== dumping tpcds results ===
tpcds q1: cedardb ok, 100 rows
tpcds q2: cedardb ok, 2513 rows
tpcds q3: cedardb ok, 100 rows
tpcds q4: cedardb ok, 100 rows
tpcds q5: cedardb ok, 100 rows
tpcds q6: cedardb ok, 52 rows
tpcds q7: cedardb ok, 100 rows
tpcds q8: cedardb ok, 10 rows
tpcds q9: cedardb ok, 1 rows
tpcds q10: cedardb ok, 100 rows
tpcds q11: cedardb ok, 100 rows
tpcds q12: cedardb ok, 100 rows
tpcds q13: cedardb ok, 1 rows
tpcds q14: cedardb ok, 100 rows
tpcds q15: cedardb ok, 100 rows
tpcds q16: cedardb ok, 100 rows
tpcds q17: cedardb ok, 1 rows
tpcds q18: cedardb ok, 33 rows
tpcds q19: cedardb ok, 100 rows
tpcds q20: cedardb ok, 100 rows
tpcds q21: cedardb ok, 100 rows
tpcds q22: cedardb ok, 100 rows
tpcds q23: cedardb ok, 100 rows
tpcds q24: cedardb ok, 1 rows
tpcds q25: cedardb ok, 100 rows
tpcds q26: cedardb ok, 48 rows
tpcds q27: cedardb ok, 35 rows
tpcds q28: cedardb ok, 16 rows
tpcds q29: cedardb ok, 100 rows
tpcds q30: cedardb ok, 100 rows
tpcds q31: cedardb ok, 1 rows
tpcds q32: cedardb ok, 71 rows
tpcds q33: cedardb ok, 100 rows
tpcds q34: cedardb ok, 290 rows
tpcds q35: cedardb ok, 1 rows
tpcds q36: cedardb ok, 100 rows
tpcds q37: cedardb ok, 4249 rows
tpcds q38: cedardb ok, 100 rows
tpcds q39: cedardb ok, 100 rows
tpcds q40: cedardb ok, 3 rows
tpcds q41: cedardb ok, 1 rows
tpcds q42: cedardb ok, 7367 rows
tpcds q43: cedardb ok, 297 rows
tpcds q44: cedardb ok, 100 rows
tpcds q45: cedardb ok, 100 rows
tpcds q46: cedardb ok, 11 rows
tpcds q47: cedardb ok, 100 rows
tpcds q48: cedardb ok, 10 rows
tpcds q49: cedardb ok, 100 rows
tpcds q50: cedardb ok, 100 rows
tpcds q51: cedardb ok, 100 rows
tpcds q52: cedardb ok, 1 rows
