page cache dropped before each query (6 tries: 1 cold + 5 hot)
starting Firebolt 4.31.13 (ghcr.io/firebolt-db/firebolt-core:4.31.13-0.20260424104720.5698ca5339fc)
Firebolt up (4.31.13-0.20260424104720.5698ca5339fc)
STATISTICS=1: per-column ALTER ... ADD STATISTICS after each load (see stats/)
=== CREATE tpcds tables ===
=== LOAD tpcds ===
=== ADD STATISTICS tpcds (425 statements) ===
statistics on tpcds: 401s
loaded tpcds in 1601s
benchmarking Firebolt 4.31.13 (reports 4.31.13-0.20260424104720.5698ca5339fc)
=== tpch: not fully loaded; skipping its queries, load time and size ===
=== job: not fully loaded; skipping its queries, load time and size ===
q1 [tpch]: SKIPPED (not loaded); recording null
q2 [tpch]: SKIPPED (not loaded); recording null
q3 [tpch]: SKIPPED (not loaded); recording null
q4 [tpch]: SKIPPED (not loaded); recording null
q5 [tpch]: SKIPPED (not loaded); recording null
q6 [tpch]: SKIPPED (not loaded); recording null
q7 [tpch]: SKIPPED (not loaded); recording null
q8 [tpch]: SKIPPED (not loaded); recording null
q9 [tpch]: SKIPPED (not loaded); recording null
q10 [tpch]: SKIPPED (not loaded); recording null
q11 [tpch]: SKIPPED (not loaded); recording null
q12 [tpch]: SKIPPED (not loaded); recording null
q13 [tpch]: SKIPPED (not loaded); recording null
q14 [tpch]: SKIPPED (not loaded); recording null
q15 [tpch]: SKIPPED (not loaded); recording null
q16 [tpch]: SKIPPED (not loaded); recording null
q17 [tpch]: SKIPPED (not loaded); recording null
q18 [tpch]: SKIPPED (not loaded); recording null
q19 [tpch]: SKIPPED (not loaded); recording null
q20 [tpch]: SKIPPED (not loaded); recording null
q21 [tpch]: SKIPPED (not loaded); recording null
q22 [tpch]: SKIPPED (not loaded); recording null
q43 [tpcds]: [10.354, 0.397, 0.392, 0.389, 0.385, 0.386]
q44 [tpcds]: [2.794, 0.067, 0.064, 0.062, 0.062, 0.061]
q45 [tpcds]: [5.624, 3.291, 3.334, 3.291, 3.318, 3.387]
q46 [tpcds]: [71.154, 11.318, 11.528, 11.516, 11.535, 11.543]
q47 [tpcds]: [71.491, 11.419, 11.792, 11.566, 11.525, 11.353]
q48 [tpcds]: [46.083, 1.429, 1.435, 1.419, 1.418, 1.427]
q49 [tpcds]: [46.101, 1.425, 1.427, 1.421, 1.412, 1.428]
q50 [tpcds]: [71.115, 1.442, 1.438, 1.437, 1.449, 1.443]
q51 [tpcds]: [29.400, 0.381, 0.380, 0.373, 0.377, 0.376]
q52 [tpcds]: [56.861, 1.170, 1.171, 1.190, 1.177, 1.193]
q53 [tpcds]: [29.042, 1.646, 1.658, 1.650, 1.651, 1.641]
q54 [tpcds]: [65.693, 1.591, 1.576, 1.568, 1.583, 1.594]
q55 [tpcds]: [4.533, 0.224, 0.216, 0.216, 0.215, 0.203]
q56 [tpcds]: [38.253, 1.663, 1.703, 1.670, 1.682, 1.687]
q57 [tpcds]: [6.087, 0.082, 0.072, 0.074, 0.075, 0.085]
q58 [tpcds]: [55.006, 1.423, 1.434, 1.441, 1.441, 1.447]
q59 [tpcds]: [47.631, 0.629, 0.610, 0.613, 0.626, 0.620]
q60 [tpcds]: [38.607, 0.857, 0.837, 0.849, 0.848, 0.847]
q61 [tpcds]: [38.087, 0.858, 0.864, 0.841, 0.844, 0.840]
q62 [tpcds]: [3.888, 0.070, 0.088, 0.063, 0.064, 0.063]
q63 [tpcds]: FAILED: INTERSECT is not yet supported
q63 [tpcds]: [null, null, null, null, null, null]
q64 [tpcds]: FAILED: Line 1, Column 209: Function signature 'stddev_samp(bigint)' not yet supported. Supported signatures are stddev_samp([real|double precision])
q64 [tpcds]: [null, null, null, null, null, null]
q65 [tpcds]: FAILED: Line 1, Column 209: Function signature 'stddev_samp(bigint)' not yet supported. Supported signatures are stddev_samp([real|double precision])
q65 [tpcds]: [null, null, null, null, null, null]
q66 [tpcds]: [21.852, 0.327, 0.319, 0.310, 0.320, 0.321]
q67 [tpcds]: [1.010, 0.080, 0.074, 0.076, 0.073, 0.078]
q68 [tpcds]: [18.849, 0.258, 0.251, 0.251, 0.255, 0.253]
q69 [tpcds]: [29.278, 5.486, 5.427, 5.469, 5.487, 5.459]
q70 [tpcds]: [28.911, 0.733, 0.785, 0.725, 0.733, 0.738]
q71 [tpcds]: [11.440, 0.195, 0.194, 0.188, 0.188, 0.191]
q72 [tpcds]: [72.530, 1.090, 1.051, 1.048, 1.054, 1.060]
q73 [tpcds]: [31.120, 6.879, 6.822, 6.919, 6.892, 6.888]
q74 [tpcds]: [64.656, 1.029, 1.019, 1.025, 1.034, 1.028]
q75 [tpcds]: [94.032, 0.966, 0.936, 0.933, 0.922, 0.930]
q76 [tpcds]: [41.713, 0.581, 0.574, 0.575, 0.573, 0.572]
q77 [tpcds]: [22.544, 1.566, 1.559, 1.530, 1.561, 1.572]
q78 [tpcds]: [18.830, 0.248, 0.243, 0.240, 0.241, 0.237]
q79 [tpcds]: [26.397, 0.556, 0.528, 0.534, 0.529, 0.531]
q80 [tpcds]: [54.341, 0.609, 0.595, 0.586, 0.590, 0.598]
q81 [tpcds]: [18.870, 0.252, 0.244, 0.244, 0.244, 0.242]
q82 [tpcds]: [55.243, 1.123, 1.111, 1.101, 1.106, 1.105]
q83 [tpcds]: [16.941, 2.778, 2.802, 2.769, 2.746, 2.759]
q84 [tpcds]: [35.892, 0.578, 0.570, 0.575, 0.572, 0.582]
q85 [tpcds]: [27.305, 4.945, 4.966, 4.955, 4.937, 4.943]
q86 [tpcds]: [55.083, 1.544, 1.502, 1.520, 1.528, 1.542]
q87 [tpcds]: [56.376, 8.498, 8.458, 8.925, 8.572, 8.586]
q88 [tpcds]: [12.097, 0.340, 0.328, 0.332, 0.327, 0.336]
q89 [tpcds]: [26.443, 0.563, 0.560, 0.566, 0.566, 0.572]
q90 [tpcds]: [98.182, 1.236, 1.206, 1.218, 1.227, 1.225]
q91 [tpcds]: [27.536, 1.815, 1.808, 1.805, 1.793, 1.762]
q92 [tpcds]: [44.923, 2.081, 2.082, 2.083, 2.090, 2.088]
q93 [tpcds]: [39.095, 12.849, 12.878, 13.072, 12.995, 12.960]
q94 [tpcds]: [87.941, 1.132, 1.109, 1.102, 1.112, 1.105]
q95 [tpcds]: [38.596, 0.679, 0.660, 0.669, 0.671, 0.666]
q96 [tpcds]: [26.471, 1.645, 1.648, 1.643, 1.610, 1.636]
q97 [tpcds]: [51.845, 0.664, 0.637, 0.637, 0.639, 0.644]
q98 [tpcds]: [49.270, 2.037, 2.034, 2.000, 2.040, 2.024]
q99 [tpcds]: [47.623, 0.624, 0.600, 0.597, 0.621, 0.619]
q100 [tpcds]: [39.516, 2.845, 2.809, 2.812, 2.843, 2.837]
q101 [tpcds]: [81.982, 3.444, 3.449, 3.399, 3.414, 3.455]
q102 [tpcds]: [50.503, 0.432, 0.435, 0.426, 0.429, 0.422]
q103 [tpcds]: [83.909, 3.341, 3.260, 4.443, 3.422, 3.386]
q104 [tpcds]: [105.219, 4.570, 4.515, 4.553, 4.563, 4.592]
q105 [tpcds]: [71.477, 0.994, 0.999, 0.986, 0.993, 0.990]
q106 [tpcds]: [131.181, 1.532, 1.556, 1.612, 1.601, 1.543]
q107 [tpcds]: [5.229, 0.292, 0.280, 0.285, 0.285, 0.278]
q108 [tpcds]: [3.380, 0.068, 0.089, 0.086, 0.083, 0.085]
q109 [tpcds]: [7.574, 0.220, 0.218, 0.213, 0.214, 0.209]
q110 [tpcds]: [3.215, 0.110, 0.109, 0.104, 0.108, 0.103]
q111 [tpcds]: [19.690, 0.546, 0.543, 0.538, 0.548, 0.546]
q112 [tpcds]: [6.767, 0.241, 0.235, 0.228, 0.226, 0.228]
q113 [tpcds]: FAILED: EXCEPT is not supported
q113 [tpcds]: [null, null, null, null, null, null]
q114 [tpcds]: [28.487, 2.836, 2.869, 2.845, 2.916, 2.869]
q115 [tpcds]: [26.456, 0.600, 0.602, 0.597, 0.591, 0.593]
q116 [tpcds]: [7.595, 0.215, 0.205, 0.211, 0.212, 0.218]
q117 [tpcds]: [8.406, 0.315, 0.300, 0.322, 0.296, 0.281]
q118 [tpcds]: [5.710, 0.081, 0.077, 0.073, 0.073, 0.072]
q119 [tpcds]: [40.394, 0.563, 0.565, 0.569, 0.571, 0.579]
q120 [tpcds]: [20.517, 0.357, 0.355, 0.365, 0.349, 0.350]
q121 [tpcds]: [20.718, 0.650, 0.665, 0.656, 0.670, 0.662]
q122 [tpcds]: [25.889, 0.347, 0.343, 0.345, 0.349, 0.345]
q123 [tpcds]: [28.536, 1.188, 1.192, 1.166, 1.179, 1.176]
q124 [tpcds]: [18.985, 0.751, 0.747, 0.756, 0.755, 0.754]
q125 [tpcds]: [19.847, 1.397, 1.409, 1.375, 1.372, 1.359]
q126 [job]: SKIPPED (not loaded); recording null
q127 [job]: SKIPPED (not loaded); recording null
q128 [job]: SKIPPED (not loaded); recording null
q129 [job]: SKIPPED (not loaded); recording null
q130 [job]: SKIPPED (not loaded); recording null
q131 [job]: SKIPPED (not loaded); recording null
q132 [job]: SKIPPED (not loaded); recording null
q133 [job]: SKIPPED (not loaded); recording null
q134 [job]: SKIPPED (not loaded); recording null
q135 [job]: SKIPPED (not loaded); recording null
q136 [job]: SKIPPED (not loaded); recording null
q137 [job]: SKIPPED (not loaded); recording null
q138 [job]: SKIPPED (not loaded); recording null
q139 [job]: SKIPPED (not loaded); recording null
q140 [job]: SKIPPED (not loaded); recording null
q141 [job]: SKIPPED (not loaded); recording null
q142 [job]: SKIPPED (not loaded); recording null
q143 [job]: SKIPPED (not loaded); recording null
q144 [job]: SKIPPED (not loaded); recording null
q145 [job]: SKIPPED (not loaded); recording null
q146 [job]: SKIPPED (not loaded); recording null
q147 [job]: SKIPPED (not loaded); recording null
q148 [job]: SKIPPED (not loaded); recording null
q149 [job]: SKIPPED (not loaded); recording null
q150 [job]: SKIPPED (not loaded); recording null
q151 [job]: SKIPPED (not loaded); recording null
q152 [job]: SKIPPED (not loaded); recording null
q153 [job]: SKIPPED (not loaded); recording null
q154 [job]: SKIPPED (not loaded); recording null
q155 [job]: SKIPPED (not loaded); recording null
q156 [job]: SKIPPED (not loaded); recording null
q157 [job]: SKIPPED (not loaded); recording null
q158 [job]: SKIPPED (not loaded); recording null
q159 [job]: SKIPPED (not loaded); recording null
q160 [job]: SKIPPED (not loaded); recording null
q161 [job]: SKIPPED (not loaded); recording null
q162 [job]: SKIPPED (not loaded); recording null
q163 [job]: SKIPPED (not loaded); recording null
q164 [job]: SKIPPED (not loaded); recording null
q165 [job]: SKIPPED (not loaded); recording null
q166 [job]: SKIPPED (not loaded); recording null
q167 [job]: SKIPPED (not loaded); recording null
q168 [job]: SKIPPED (not loaded); recording null
q169 [job]: SKIPPED (not loaded); recording null
q170 [job]: SKIPPED (not loaded); recording null
q171 [job]: SKIPPED (not loaded); recording null
q172 [job]: SKIPPED (not loaded); recording null
q173 [job]: SKIPPED (not loaded); recording null
q174 [job]: SKIPPED (not loaded); recording null
q175 [job]: SKIPPED (not loaded); recording null
q176 [job]: SKIPPED (not loaded); recording null
q177 [job]: SKIPPED (not loaded); recording null
q178 [job]: SKIPPED (not loaded); recording null
q179 [job]: SKIPPED (not loaded); recording null
q180 [job]: SKIPPED (not loaded); recording null
q181 [job]: SKIPPED (not loaded); recording null
q182 [job]: SKIPPED (not loaded); recording null
q183 [job]: SKIPPED (not loaded); recording null
q184 [job]: SKIPPED (not loaded); recording null
q185 [job]: SKIPPED (not loaded); recording null
q186 [job]: SKIPPED (not loaded); recording null
q187 [job]: SKIPPED (not loaded); recording null
q188 [job]: SKIPPED (not loaded); recording null
q189 [job]: SKIPPED (not loaded); recording null
q190 [job]: SKIPPED (not loaded); recording null
q191 [job]: SKIPPED (not loaded); recording null
q192 [job]: SKIPPED (not loaded); recording null
q193 [job]: SKIPPED (not loaded); recording null
q194 [job]: SKIPPED (not loaded); recording null
q195 [job]: SKIPPED (not loaded); recording null
q196 [job]: SKIPPED (not loaded); recording null
q197 [job]: SKIPPED (not loaded); recording null
q198 [job]: SKIPPED (not loaded); recording null
q199 [job]: SKIPPED (not loaded); recording null
q200 [job]: SKIPPED (not loaded); recording null
q201 [job]: SKIPPED (not loaded); recording null
q202 [job]: SKIPPED (not loaded); recording null
q203 [job]: SKIPPED (not loaded); recording null
q204 [job]: SKIPPED (not loaded); recording null
q205 [job]: SKIPPED (not loaded); recording null
q206 [job]: SKIPPED (not loaded); recording null
q207 [job]: SKIPPED (not loaded); recording null
q208 [job]: SKIPPED (not loaded); recording null
q209 [job]: SKIPPED (not loaded); recording null
q210 [job]: SKIPPED (not loaded); recording null
q211 [job]: SKIPPED (not loaded); recording null
q212 [job]: SKIPPED (not loaded); recording null
q213 [job]: SKIPPED (not loaded); recording null
q214 [job]: SKIPPED (not loaded); recording null
q215 [job]: SKIPPED (not loaded); recording null
q216 [job]: SKIPPED (not loaded); recording null
q217 [job]: SKIPPED (not loaded); recording null
q218 [job]: SKIPPED (not loaded); recording null
q219 [job]: SKIPPED (not loaded); recording null
q220 [job]: SKIPPED (not loaded); recording null
q221 [job]: SKIPPED (not loaded); recording null
q222 [job]: SKIPPED (not loaded); recording null
q223 [job]: SKIPPED (not loaded); recording null
q224 [job]: SKIPPED (not loaded); recording null
q225 [job]: SKIPPED (not loaded); recording null
q226 [job]: SKIPPED (not loaded); recording null
q227 [job]: SKIPPED (not loaded); recording null
q228 [job]: SKIPPED (not loaded); recording null
q229 [job]: SKIPPED (not loaded); recording null
q230 [job]: SKIPPED (not loaded); recording null
q231 [job]: SKIPPED (not loaded); recording null
q232 [job]: SKIPPED (not loaded); recording null
q233 [job]: SKIPPED (not loaded); recording null
q234 [job]: SKIPPED (not loaded); recording null
q235 [job]: SKIPPED (not loaded); recording null
q236 [job]: SKIPPED (not loaded); recording null
q237 [job]: SKIPPED (not loaded); recording null
q238 [job]: SKIPPED (not loaded); recording null
wrote /home/ubuntu/ClickBench/joins-focus/results/firebolt/20260910T175954Z.json
Firebolt 4.31.13: tpch 0/22  tpcds 95/103  job 0/113   load_time {'tpcds': 1200}
=== tpch: not loaded; no results dumped ===
=== dumping tpcds results ===
tpcds q1: firebolt ok, 100 rows
tpcds q2: firebolt ok, 2513 rows
tpcds q3: firebolt ok, 100 rows
tpcds q4: firebolt ok, 100 rows
tpcds q5: firebolt ok, 100 rows
tpcds q6: firebolt ok, 52 rows
tpcds q7: firebolt ok, 100 rows
tpcds q8: firebolt error, 0 rows
tpcds q9: firebolt ok, 1 rows
tpcds q10: firebolt ok, 100 rows
tpcds q11: firebolt ok, 100 rows
tpcds q12: firebolt ok, 100 rows
tpcds q13: firebolt ok, 1 rows
tpcds q14: firebolt error, 0 rows
tpcds q15: firebolt error, 0 rows
tpcds q16: firebolt ok, 100 rows
tpcds q17: firebolt ok, 1 rows
tpcds q18: firebolt error, 0 rows
tpcds q19: firebolt ok, 100 rows
tpcds q20: firebolt ok, 100 rows
tpcds q21: firebolt ok, 100 rows
tpcds q22: firebolt ok, 100 rows
tpcds q23: firebolt ok, 100 rows
tpcds q24: firebolt ok, 1 rows
tpcds q25: firebolt ok, 100 rows
tpcds q26: firebolt ok, 48 rows
tpcds q27: firebolt ok, 35 rows
tpcds q28: firebolt ok, 16 rows
tpcds q29: firebolt ok, 100 rows
tpcds q30: firebolt ok, 100 rows
tpcds q31: firebolt ok, 1 rows
tpcds q32: firebolt ok, 71 rows
tpcds q33: firebolt ok, 100 rows
tpcds q34: firebolt ok, 290 rows
tpcds q35: firebolt ok, 1 rows
tpcds q36: firebolt ok, 100 rows
tpcds q37: firebolt ok, 4249 rows
tpcds q38: firebolt ok, 100 rows
tpcds q39: firebolt ok, 100 rows
tpcds q40: firebolt ok, 3 rows
tpcds q41: firebolt error, 0 rows
tpcds q42: firebolt error, 0 rows
tpcds q43: firebolt error, 0 rows
tpcds q44: firebolt ok, 100 rows
tpcds q45: firebolt ok, 100 rows
tpcds q46: firebolt ok, 11 rows
tpcds q47: firebolt ok, 100 rows
tpcds q48: firebolt ok, 11 rows
tpcds q49: firebolt ok, 100 rows
tpcds q50: firebolt ok, 100 rows
tpcds q51: firebolt ok, 100 rows
tpcds q52: firebolt ok, 1 rows
tpcds q53: firebolt ok, 100 rows
tpcds q54: firebolt ok, 100 rows
tpcds q55: firebolt ok, 100 rows
tpcds q56: firebolt ok, 100 rows
tpcds q57: firebolt ok, 100 rows
tpcds q58: firebolt ok, 100 rows
tpcds q59: firebolt ok, 100 rows
tpcds q60: firebolt ok, 100 rows
tpcds q61: firebolt ok, 100 rows
tpcds q62: firebolt ok, 100 rows
tpcds q63: firebolt ok, 100 rows
tpcds q64: firebolt ok, 100 rows
tpcds q65: firebolt ok, 1 rows
tpcds q66: firebolt ok, 100 rows
tpcds q67: firebolt ok, 100 rows
tpcds q68: firebolt ok, 472 rows
tpcds q69: firebolt ok, 100 rows
tpcds q70: firebolt ok, 15 rows
tpcds q71: firebolt ok, 100 rows
tpcds q72: firebolt ok, 100 rows
tpcds q73: firebolt ok, 100 rows
tpcds q74: firebolt ok, 20 rows
tpcds q75: firebolt ok, 59586 rows
tpcds q76: firebolt ok, 100 rows
tpcds q77: firebolt ok, 87 rows
tpcds q78: firebolt ok, 100 rows
tpcds q79: firebolt ok, 100 rows
tpcds q80: firebolt ok, 100 rows
tpcds q81: firebolt ok, 100 rows
tpcds q82: firebolt ok, 100 rows
tpcds q83: firebolt ok, 100 rows
tpcds q84: firebolt ok, 100 rows
tpcds q85: firebolt ok, 100 rows
tpcds q86: firebolt ok, 14 rows
tpcds q87: firebolt ok, 100 rows
tpcds q88: firebolt ok, 100 rows
tpcds q89: firebolt ok, 52 rows
tpcds q90: firebolt ok, 100 rows
tpcds q91: firebolt error, 0 rows
tpcds q92: firebolt ok, 1 rows
tpcds q93: firebolt ok, 100 rows
tpcds q94: firebolt ok, 1 rows
tpcds q95: firebolt ok, 30 rows
tpcds q96: firebolt ok, 1 rows
tpcds q97: firebolt ok, 100 rows
tpcds q98: firebolt ok, 1 rows
tpcds q99: firebolt ok, 1 rows
tpcds q100: firebolt ok, 1 rows
tpcds q101: firebolt ok, 1 rows
tpcds q102: firebolt ok, 30579 rows
tpcds q103: firebolt ok, 100 rows
=== job: not loaded; no results dumped ===
