page cache dropped before each query (6 tries: 1 cold + 5 hot)
starting Firebolt 4.31.13 (ghcr.io/firebolt-db/firebolt-core:4.31.13-0.20260424104720.5698ca5339fc)
Firebolt up (4.31.13-0.20260424104720.5698ca5339fc)
STATISTICS=1: per-column ALTER ... ADD STATISTICS after each load (see stats/)
=== CREATE tpcds tables ===
=== LOAD tpcds ===
=== ADD STATISTICS tpcds (425 statements) ===
statistics on tpcds: 396s
loaded tpcds in 1549s
benchmarking Firebolt 4.31.13 (reports 4.31.13-0.20260424104720.5698ca5339fc)
=== tpch: not fully loaded; skipping its queries, load time and size ===
=== job: not fully loaded; skipping its queries, load time and size ===
q1 [tpch]: SKIPPED (not loaded); recording null
q2 [tpch]: SKIPPED (not loaded); recording null
q3 [tpch]: SKIPPED (not loaded); recording null
q4 [tpch]: SKIPPED (not loaded); recording null
q5 [tpch]: SKIPPED (not loaded); recording null
q6 [tpch]: SKIPPED (not loaded); recording null
q7 [tpch]: SKIPPED (not loaded); recording null
q8 [tpch]: SKIPPED (not loaded); recording null
q9 [tpch]: SKIPPED (not loaded); recording null
q10 [tpch]: SKIPPED (not loaded); recording null
q11 [tpch]: SKIPPED (not loaded); recording null
q12 [tpch]: SKIPPED (not loaded); recording null
q13 [tpch]: SKIPPED (not loaded); recording null
q14 [tpch]: SKIPPED (not loaded); recording null
q15 [tpch]: SKIPPED (not loaded); recording null
q16 [tpch]: SKIPPED (not loaded); recording null
q17 [tpch]: SKIPPED (not loaded); recording null
q18 [tpch]: SKIPPED (not loaded); recording null
q19 [tpch]: SKIPPED (not loaded); recording null
q20 [tpch]: SKIPPED (not loaded); recording null
q21 [tpch]: SKIPPED (not loaded); recording null
q22 [tpch]: SKIPPED (not loaded); recording null
q111 [tpcds]: [13.231, 0.542, 0.555, 0.544, 0.573, 0.564]
q112 [tpcds]: [3.225, 0.232, 0.218, 0.222, 0.218, 0.222]
q113 [tpcds]: FAILED: EXCEPT is not supported
q113 [tpcds]: [null, null, null, null, null, null]
q114 [tpcds]: [25.685, 2.660, 2.716, 3.007, 2.668, 2.698]
q115 [tpcds]: [21.611, 0.559, 0.573, 0.552, 0.560, 0.555]
q116 [tpcds]: [5.196, 0.234, 0.227, 0.225, 0.234, 0.233]
q117 [tpcds]: [1.240, 0.322, 0.314, 0.305, 0.318, 0.323]
q118 [tpcds]: [2.214, 0.079, 0.074, 0.076, 0.075, 0.076]
q119 [tpcds]: [38.715, 0.526, 0.525, 0.525, 0.530, 0.525]
q120 [tpcds]: [14.084, 0.359, 0.342, 0.352, 0.355, 0.352]
q121 [tpcds]: [14.366, 0.655, 0.652, 0.650, 0.654, 0.671]
q122 [tpcds]: [23.287, 0.391, 0.384, 0.387, 0.387, 0.387]
q123 [tpcds]: [25.075, 1.178, 1.172, 1.167, 1.169, 1.168]
q124 [tpcds]: [16.012, 0.741, 0.740, 0.738, 0.745, 0.730]
q125 [tpcds]: [14.510, 1.323, 1.391, 1.319, 1.314, 1.351]
q126 [job]: SKIPPED (not loaded); recording null
q127 [job]: SKIPPED (not loaded); recording null
q128 [job]: SKIPPED (not loaded); recording null
q129 [job]: SKIPPED (not loaded); recording null
q130 [job]: SKIPPED (not loaded); recording null
q131 [job]: SKIPPED (not loaded); recording null
q132 [job]: SKIPPED (not loaded); recording null
q133 [job]: SKIPPED (not loaded); recording null
q134 [job]: SKIPPED (not loaded); recording null
q135 [job]: SKIPPED (not loaded); recording null
q136 [job]: SKIPPED (not loaded); recording null
q137 [job]: SKIPPED (not loaded); recording null
q138 [job]: SKIPPED (not loaded); recording null
q139 [job]: SKIPPED (not loaded); recording null
q140 [job]: SKIPPED (not loaded); recording null
q141 [job]: SKIPPED (not loaded); recording null
q142 [job]: SKIPPED (not loaded); recording null
q143 [job]: SKIPPED (not loaded); recording null
q144 [job]: SKIPPED (not loaded); recording null
q145 [job]: SKIPPED (not loaded); recording null
q146 [job]: SKIPPED (not loaded); recording null
q147 [job]: SKIPPED (not loaded); recording null
q148 [job]: SKIPPED (not loaded); recording null
q149 [job]: SKIPPED (not loaded); recording null
q150 [job]: SKIPPED (not loaded); recording null
q151 [job]: SKIPPED (not loaded); recording null
q152 [job]: SKIPPED (not loaded); recording null
q153 [job]: SKIPPED (not loaded); recording null
q154 [job]: SKIPPED (not loaded); recording null
q155 [job]: SKIPPED (not loaded); recording null
q156 [job]: SKIPPED (not loaded); recording null
q157 [job]: SKIPPED (not loaded); recording null
q158 [job]: SKIPPED (not loaded); recording null
q159 [job]: SKIPPED (not loaded); recording null
q160 [job]: SKIPPED (not loaded); recording null
q161 [job]: SKIPPED (not loaded); recording null
q162 [job]: SKIPPED (not loaded); recording null
q163 [job]: SKIPPED (not loaded); recording null
q164 [job]: SKIPPED (not loaded); recording null
q165 [job]: SKIPPED (not loaded); recording null
q166 [job]: SKIPPED (not loaded); recording null
q167 [job]: SKIPPED (not loaded); recording null
q168 [job]: SKIPPED (not loaded); recording null
q169 [job]: SKIPPED (not loaded); recording null
q170 [job]: SKIPPED (not loaded); recording null
q171 [job]: SKIPPED (not loaded); recording null
q172 [job]: SKIPPED (not loaded); recording null
q173 [job]: SKIPPED (not loaded); recording null
q174 [job]: SKIPPED (not loaded); recording null
q175 [job]: SKIPPED (not loaded); recording null
q176 [job]: SKIPPED (not loaded); recording null
q177 [job]: SKIPPED (not loaded); recording null
q178 [job]: SKIPPED (not loaded); recording null
q179 [job]: SKIPPED (not loaded); recording null
q180 [job]: SKIPPED (not loaded); recording null
q181 [job]: SKIPPED (not loaded); recording null
q182 [job]: SKIPPED (not loaded); recording null
q183 [job]: SKIPPED (not loaded); recording null
q184 [job]: SKIPPED (not loaded); recording null
q185 [job]: SKIPPED (not loaded); recording null
q186 [job]: SKIPPED (not loaded); recording null
q187 [job]: SKIPPED (not loaded); recording null
q188 [job]: SKIPPED (not loaded); recording null
q189 [job]: SKIPPED (not loaded); recording null
q190 [job]: SKIPPED (not loaded); recording null
q191 [job]: SKIPPED (not loaded); recording null
q192 [job]: SKIPPED (not loaded); recording null
q193 [job]: SKIPPED (not loaded); recording null
q194 [job]: SKIPPED (not loaded); recording null
q195 [job]: SKIPPED (not loaded); recording null
q196 [job]: SKIPPED (not loaded); recording null
q197 [job]: SKIPPED (not loaded); recording null
q198 [job]: SKIPPED (not loaded); recording null
q199 [job]: SKIPPED (not loaded); recording null
q200 [job]: SKIPPED (not loaded); recording null
q201 [job]: SKIPPED (not loaded); recording null
q202 [job]: SKIPPED (not loaded); recording null
q203 [job]: SKIPPED (not loaded); recording null
q204 [job]: SKIPPED (not loaded); recording null
q205 [job]: SKIPPED (not loaded); recording null
q206 [job]: SKIPPED (not loaded); recording null
q207 [job]: SKIPPED (not loaded); recording null
q208 [job]: SKIPPED (not loaded); recording null
q209 [job]: SKIPPED (not loaded); recording null
q210 [job]: SKIPPED (not loaded); recording null
q211 [job]: SKIPPED (not loaded); recording null
q212 [job]: SKIPPED (not loaded); recording null
q213 [job]: SKIPPED (not loaded); recording null
q214 [job]: SKIPPED (not loaded); recording null
q215 [job]: SKIPPED (not loaded); recording null
q216 [job]: SKIPPED (not loaded); recording null
q217 [job]: SKIPPED (not loaded); recording null
q218 [job]: SKIPPED (not loaded); recording null
q219 [job]: SKIPPED (not loaded); recording null
q220 [job]: SKIPPED (not loaded); recording null
q221 [job]: SKIPPED (not loaded); recording null
q222 [job]: SKIPPED (not loaded); recording null
q223 [job]: SKIPPED (not loaded); recording null
q224 [job]: SKIPPED (not loaded); recording null
q225 [job]: SKIPPED (not loaded); recording null
q226 [job]: SKIPPED (not loaded); recording null
q227 [job]: SKIPPED (not loaded); recording null
q228 [job]: SKIPPED (not loaded); recording null
q229 [job]: SKIPPED (not loaded); recording null
q230 [job]: SKIPPED (not loaded); recording null
q231 [job]: SKIPPED (not loaded); recording null
q232 [job]: SKIPPED (not loaded); recording null
q233 [job]: SKIPPED (not loaded); recording null
q234 [job]: SKIPPED (not loaded); recording null
q235 [job]: SKIPPED (not loaded); recording null
q236 [job]: SKIPPED (not loaded); recording null
q237 [job]: SKIPPED (not loaded); recording null
q238 [job]: SKIPPED (not loaded); recording null
wrote /home/ubuntu/dbbench/results/firebolt/20260831T200507Z.json
Firebolt 4.31.13: tpch 0/22  tpcds 95/103  job 0/113   load_time {'tpcds': 1153}
